StateAbbr,PlaceName,PlaceFIPS,Population2010,Lack of Health Insurance,Arthritis,Binge Drinking,High Blood Pressure,Blood Pressure Medication,Cancer,Asthma,Coronary Heart Disease,Annual Checkup,Cholesterol Screening,Colonoscopy,Chronic obstructive pulmonary disease,Preventive Services (Older Men),Preventive Services (Older Women),Smoking,Dental Visit,Diabetes,High Cholesterol,Kidney Disease,Physical Inactivity,Mammography,Poor Mental Health,Obesity,Cervical Cancer Screening,Poor Physical Health,Sleep < 7 hrs,Stroke,Teethlost,Geolocation
VT,Burlington,5010675,42417,10.1,24.4,18.0,27.9,54.0,6.2,10.9,5.3,62.4,73.2,67.9,5.9,32.6,33.6,16.3,69.8,7.1,26.5,2.5,17.7,79.6,11.4,22.6,82.1,10.4,28.7,2.6,13.9,"(44.48762456940, -73.2314828365)"
VA,Alexandria,5101000,139966,12.3,21.4,15.1,27.5,61.4,5.7,8.3,4.7,72.9,80.0,72.0,4.3,38.8,37.7,13.0,75.2,8.1,30.9,2.2,17.6,83.4,8.4,23.3,87.6,8.4,34.5,2.3,8.9,"(38.81873515570, -77.0867762661)"
VA,Chesapeake,5116000,222209,13.6,25.0,15.2,34.6,63.2,5.8,9.2,5.6,76.7,79.4,70.5,5.9,39.9,34.3,19.0,71.8,9.4,32.8,2.4,23.3,82.2,10.3,31.4,86.4,10.4,37.8,2.8,13.4,"(36.67775211180, -76.3024325925)"
VA,Hampton,5135000,137436,17.1,26.2,13.9,35.1,66.6,5.6,10.1,6.1,77.0,77.6,66.6,6.6,35.3,33.0,22.2,65.2,11.7,31.3,2.6,26.0,82.4,11.7,37.7,84.2,12.1,44.4,3.5,16.1,"(37.05330090250, -76.3665945624)"
VA,Lynchburg,5147672,75568,18.3,26.7,14.2,33.6,64.9,5.8,10.1,6.3,73.1,75.6,63.9,7.4,35.3,32.7,22.1,61.5,10.9,33.9,2.6,27.1,78.1,12.5,32.2,81.5,12.9,38.1,3.5,16.6,"(37.40041630160, -79.1911081000)"
VA,Newport News,5156000,180719,17.4,26.0,14.8,34.6,65.0,5.6,9.7,6.0,75.8,77.1,66.0,6.5,35.3,33.1,22.3,63.8,10.8,33.0,2.5,25.6,82.2,11.5,32.8,84.6,12.0,41.7,3.3,15.2,"(37.10511413090, -76.5182644502)"
VA,Norfolk,5157000,242803,17.9,27.0,16.2,34.7,64.4,5.5,9.6,6.2,76.6,76.6,64.5,7.0,34.7,31.9,22.4,62.8,11.6,33.5,2.7,26.7,82.2,11.9,33.1,82.6,12.5,39.9,3.6,17.7,"(36.89328630060, -76.2567157761)"
VA,Portsmouth,5164000,95535,18.9,28.0,14.3,36.8,66.1,5.6,10.6,6.4,78.0,76.2,66.1,7.3,36.3,31.9,22.8,59.1,12.5,35.2,2.7,28.7,82.0,12.6,38.6,83.0,13.1,40.0,3.9,19.3,"(36.84514502280, -76.3552763467)"
VA,Richmond,5167000,204214,19.8,25.4,15.0,39.5,67.0,5.5,10.6,6.4,73.2,76.7,63.4,7.3,35.8,30.9,24.3,62.2,12.5,33.5,2.7,25.7,81.8,12.5,33.1,81.8,13.4,40.0,4.0,19.2,"(37.52939330830, -77.4755681680)"
VA,Roanoke,5168000,97032,19.5,26.5,14.9,35.1,64.2,5.7,10.1,6.5,72.2,75.2,62.8,7.7,39.7,32.3,24.2,61.2,11.0,34.1,2.7,27.6,77.0,12.8,32.7,80.7,13.4,39.1,3.5,17.0,"(37.27821818550, -79.9581615989)"
VA,Suffolk,5176432,84585,15.6,25.3,14.4,32.0,65.3,5.6,9.6,5.8,76.2,77.9,67.5,6.3,40.0,33.6,21.4,65.4,10.7,31.2,2.5,25.7,82.2,11.2,33.6,85.1,11.2,39.3,3.2,16.1,"(36.69303679810, -76.6414278469)"
VA,Virginia Beach,5182000,437994,12.7,23.9,17.1,29.8,60.9,5.8,8.6,5.3,73.6,79.7,72.3,5.3,36.2,37.3,18.6,71.6,8.4,34.0,2.3,21.4,81.1,9.8,29.5,86.0,9.6,36.1,2.5,11.2,"(36.75345933390, -76.0589579522)"
WA,Auburn,5303180,70180,14.7,24.7,18.5,27.9,51.0,6.4,10.4,5.9,59.5,72.1,63.4,6.6,30.5,32.1,17.6,63.9,8.9,30.3,2.9,18.7,72.6,12.6,27.0,78.2,13.4,33.4,3.0,14.5,"(47.30385443250, -122.210810557)"
WA,Bellevue,5305210,122363,8.0,19.6,18.2,25.4,49.6,6.2,8.1,4.2,61.7,73.2,71.2,3.6,34.8,39.8,9.6,76.6,6.5,29.3,2.4,12.2,78.5,7.9,18.8,82.2,8.0,29.1,2.0,6.7,"(47.59624376060, -122.153569982)"
WA,Bellingham,5305280,80885,12.1,25.4,18.3,29.3,50.2,6.7,10.5,5.6,60.0,69.4,67.7,6.3,35.8,34.6,16.6,66.6,8.3,32.1,2.8,17.6,73.9,12.1,27.0,79.5,12.3,27.5,2.7,12.1,"(48.75353703150, -122.468092906)"
WA,Everett,5322640,103019,14.5,27.3,16.0,31.5,51.3,6.5,10.3,6.0,61.3,72.4,64.9,6.8,32.4,32.5,18.2,62.7,9.5,33.0,3.1,20.4,76.6,12.6,32.3,79.4,13.2,35.7,2.9,12.9,"(47.94979661890, -122.160703911)"
WA,Federal Way,5323515,89306,14.7,23.6,17.7,28.3,51.7,6.1,10.0,5.4,60.2,72.0,63.8,5.8,30.4,33.2,15.7,64.5,9.0,30.0,2.9,18.2,73.7,11.8,25.9,78.0,12.5,33.6,2.9,12.4,"(47.30908463160, -122.335755583)"
WA,Kennewick,5335275,73917,16.8,25.2,18.0,29.2,52.2,6.5,10.6,6.3,61.6,70.2,65.0,7.0,29.9,34.5,18.6,61.2,9.5,33.0,2.9,21.6,74.7,13.1,31.2,78.2,13.8,33.1,3.0,15.4,"(46.19843842800, -119.173245847)"
WA,Kent,5335415,92411,16.2,24.2,17.3,28.8,52.1,6.1,10.3,5.7,59.8,71.4,62.6,6.3,29.9,32.5,16.8,62.3,9.4,30.3,3.0,19.3,72.9,12.4,26.5,76.8,13.3,34.2,3.0,13.5,"(47.38496362720, -122.217890194)"
WA,Renton,5357745,90927,12.7,22.4,17.7,27.6,51.3,6.0,9.4,5.0,61.0,72.6,65.7,5.1,30.9,35.1,14.1,67.6,8.4,29.7,2.8,16.8,75.4,10.6,23.5,79.2,11.1,32.9,2.6,10.9,"(47.47605467520, -122.191153327)"
WA,Seattle,5363000,608660,9.5,21.3,19.1,27.3,50.9,6.3,9.2,4.6,61.1,72.7,68.9,4.4,32.7,37.1,11.7,73.0,7.5,29.7,2.6,13.6,77.2,9.5,22.4,82.3,9.6,29.9,2.4,8.4,"(47.62215433800, -122.323532482)"
WA,Spokane,5367000,208916,12.9,27.3,18.5,29.8,52.0,6.9,10.6,6.1,63.1,68.5,67.4,6.9,32.2,33.6,19.6,62.5,9.0,33.0,2.9,19.7,76.3,12.9,32.6,79.2,13.2,32.9,3.0,14.0,"(47.67362432590, -117.415973291)"
WA,Spokane Valley,5367167,89755,11.5,26.8,19.6,28.4,51.0,6.9,10.2,5.8,63.3,69.8,69.1,6.5,32.5,34.6,19.0,64.8,8.5,32.4,2.8,18.6,77.2,12.3,31.5,81.0,12.2,32.5,2.7,13.1,"(47.66255657400, -117.234571922)"
WA,Tacoma,5370000,198397,14.1,25.9,16.9,32.6,53.8,6.3,10.9,5.9,63.4,69.9,63.7,6.7,33.4,31.0,20.2,63.2,9.6,33.8,3.0,21.6,75.6,12.7,30.8,77.1,13.1,37.7,3.0,14.0,"(47.24254114450, -122.454473910)"
WA,Vancouver,5374060,161791,12.8,25.6,17.3,29.5,52.7,6.6,10.7,5.9,59.9,71.8,66.9,6.5,31.3,37.0,18.4,64.9,9.0,32.3,2.9,19.5,78.5,12.4,29.5,80.4,12.6,34.4,2.8,12.8,"(45.63571723650, -122.598539476)"
WA,Yakima,5380010,91067,24.2,25.8,17.3,30.8,53.5,6.3,11.1,6.9,59.2,64.8,57.7,7.7,25.7,29.2,20.6,55.1,11.1,34.5,3.3,27.2,70.3,14.7,34.2,76.5,16.3,34.3,3.3,18.3,"(46.59257920920, -120.547807614)"
WV,Charleston,5414600,51400,11.4,32.8,11.8,37.6,63.2,6.4,10.3,7.2,78.1,75.3,67.6,8.5,47.5,44.9,24.1,62.0,10.9,35.1,3.1,23.6,80.2,14.1,33.2,82.1,14.5,38.3,3.0,22.1,"(38.34840797360, -81.6321650030)"
WI,Appleton,5502375,72623,9.9,22.8,25.4,28.9,57.6,6.1,9.2,5.1,67.9,75.4,70.5,5.0,31.9,34.0,16.7,71.0,8.0,32.8,2.2,19.4,80.0,10.5,29.6,84.1,10.4,28.6,2.4,12.5,"(44.27769874570, -88.3897664444)"
WI,Green Bay,5531000,104057,13.7,25.2,24.0,30.5,58.1,6.0,10.1,5.9,68.6,72.6,66.8,6.1,34.1,28.2,20.5,67.1,9.3,33.6,2.4,23.2,79.9,12.3,32.3,82.4,12.6,32.0,2.9,15.2,"(44.51498478160, -87.9896195955)"
WI,Kenosha,5539225,99218,14.4,24.7,22.3,30.5,59.4,5.9,9.9,5.8,67.4,72.6,65.4,6.0,29.1,29.9,20.2,63.4,9.6,32.8,2.5,22.9,78.2,12.1,35.3,82.4,12.7,33.5,2.9,17.1,"(42.58557027100, -87.8735745085)"
WI,Madison,5548000,233209,9.9,22.1,22.7,27.4,60.1,5.9,9.4,4.8,68.2,75.2,71.1,4.5,36.0,34.4,14.0,73.4,7.6,31.6,2.1,17.7,79.9,9.8,27.5,84.8,9.7,30.3,2.3,9.8,"(43.08098656940, -89.3915106344)"
WI,Milwaukee,5553000,594833,19.1,26.9,19.8,38.1,63.4,5.6,11.9,6.1,71.1,71.7,62.9,6.7,30.2,25.0,23.7,57.4,13.1,33.3,3.0,28.6,79.0,13.8,39.0,81.5,15.1,40.8,3.9,19.7,"(43.06412589250, -87.9672412429)"
WI,Racine,5566000,78860,17.1,25.1,21.9,34.0,60.9,5.8,10.7,5.9,66.5,71.5,64.6,6.3,28.4,29.6,21.1,59.9,10.9,32.5,2.7,25.0,78.6,12.9,36.9,80.4,13.8,36.3,3.3,18.2,"(42.72745994940, -87.8134530240)"
WI,Waukesha,5584250,70718,10.1,21.8,23.5,28.0,57.9,6.0,9.3,5.1,66.0,74.8,66.8,4.8,33.1,33.5,16.8,72.0,8.0,30.5,2.3,18.9,80.5,10.2,30.7,84.6,10.0,29.7,2.4,11.8,"(43.00933322150, -88.2457679157)"
WY,Cheyenne,5613900,59466,17.2,23.3,16.4,28.7,57.2,5.9,9.5,5.7,60.2,71.3,57.8,6.4,33.2,28.4,21.8,65.3,8.0,30.7,2.5,24.2,72.1,10.5,29.6,79.0,10.7,31.4,2.5,15.7,"(41.14608042650, -104.789064332)"
